Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Lester Fonville,SuperSonics,40.56,155.32,14.12,1.52,3.54,42.93,475
Pervis Ellison,SuperSonics,45.63,1239.28,24.2,6.32,14.41,43.82,2476
Chris Washburn,SuperSonics,38.55,215.32,18.98,1.32,3.41,38.68,581
Larry Nance,SuperSonics,47.24,878.56,18.09,5.2,11.23,46.28,2381
Isaiah Morris,SuperSonics,48.47,438.44,16.77,2.69,5.94,45.26,1341
Dallas Comegys,SuperSonics,46.76,793.36,18.45,3.9,8.86,44.0,2074
Ed Pinckney,SuperSonics,50.26,665.48,17.12,4.73,10.35,45.68,2016
Darrell Griffith,SuperSonics,55.76,1938.76,29.83,11.57,22.43,51.59,3174
Rex Chapman,SuperSonics,53.7,566.12,15.5,4.35,8.68,50.15,1920
Jonathan Longley,SuperSonics,61.31,62.8,13.24,1.24,2.1,58.94,360
Travis Mays,SuperSonics,55.02,207.2,19.65,2.36,4.83,48.9,580
Haywoode Workman,SuperSonics,43.94,797.68,16.05,6.21,12.65,49.08,2735
Ralph Sampson,Grizzlies,51.02,1473.04,26.35,9.07,18.05,50.24,2669
Manute Bol,Grizzlies,46.42,698.04,15.63,3.78,8.19,46.23,2131
Lorenzo Williams,Grizzlies,52.27,991.0,26.93,6.21,12.78,48.62,1862
Eric Riley,Grizzlies,50.39,35.72,12.95,0.93,2.12,43.92,123
Cody Crum,Grizzlies,50.65,144.12,16.12,1.46,3.3,44.38,523
Anthony Bonner,Grizzlies,45.15,53.16,12.2,1.61,3.46,46.53,225
Brian Quinnett,Grizzlies,53.3,1111.72,18.9,6.65,12.52,53.08,2679
Ricky Pierce,Grizzlies,55.35,535.72,16.21,3.63,7.16,50.79,1638
Harold Ellis,Grizzlies,46.58,25.76,17.15,1.21,2.69,44.93,62
Lafayette Lever,Grizzlies,52.29,1094.84,18.62,9.43,17.27,54.61,3002
Magic Johnson,Grizzlies,55.68,1476.2,24.89,11.13,20.1,55.39,2826
